OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,
03287300,LIVERPOOL INSTITUTE FOR PERFORMING ARTS (THE),,L1 9HF,Foreign-Public,9,9,252455,25,252455,
03288300,ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,CA,946122168,Private-Nonprofit,0,0,0,0,0,
03289300,COLORADO HEIGHTS UNIVERSITY,CO,802362711,Private-Nonprofit,0,0,0,0,0,
03293300,STRAND COLLEGE OF HAIR DESIGN,SC,295724310,Proprietary,0,0,0,0,0,
03294300,BLUE CLIFF COLLEGE,LA,700023458,Proprietary,130,161,876704,353,876704,
03296300,BALTIMORE SCHOOL OF MASSAGE,MD,210902261,Proprietary,43,43,211603,69,211603,
03298300,ALBERTA COLLEGE OF ART & DESIGN,,T2N 4R3,Foreign-Public,3,3,42500,6,42500,
03299300,PACIFIC COLLEGE,CA,926263160,Proprietary,15,15,112175,37,112175,
03300400,"UNIVERZITA KARLOVA V PRAZE, FIRST FACULTY OF MEDICINE (THE)",,121 08,Foreign-Public,0,0,0,0,0,
03304300,CENTURA COLLEGE,SC,294069235,Proprietary,8,8,58831,19,58831,
03306300,ROCKY MOUNTAIN MONTESSORI TEACHER TRAINING PROGRAM,CO,803012587,Private-Nonprofit,0,0,0,0,0,
03309300,MONTESSORI INSTITUTE OF MILWAUKEE,WI,532041504,Private-Nonprofit,0,0,0,0,0,
03316300,LINCOLN TECHNICAL INSTITUTE - HARTFORD,CT,061053630,Proprietary,64,96,872655,185,872655,
03316400,FINE MORTUARY COLLEGE,MA,020624766,Proprietary,0,0,0,0,0,
03319300,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,OH,454142557,Proprietary,17,20,86656,38,86656,
03324300,CENTRAL CAREER SCHOOL,NJ,070802408,Proprietary,13,14,43668,24,43668,
03327300,HAIR ACADEMY II,MD,207481401,Proprietary,1,1,4250,1,4250,
03327400,"ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY",CA,947042724,Private-Nonprofit,0,0,0,0,0,
03329300,JOHN CABOT UNIVERSITY,,00165,Foreign-Private,28,31,580243,47,580243,
03329400,PRYOR BEAUTY COLLEGE,OK,743610000,Proprietary,0,0,0,0,0,
03332300,SOUTHERN CALIFORNIA SEMINARY,CA,920191109,Private-Nonprofit,0,0,0,0,0,
03332500,KWANTLEN POLYTECHNIC UNIVERSITY,,V3W 2M8,Foreign-Public,2,2,29576,4,29576,
03332600,DELTA COLLEGE,LA,704338514,Proprietary,1,1,5500,2,5500,
03333300,MEDICAL UNIVERSITY OF LUBLIN,,20-059,Foreign-Public,5,5,176132,10,176132,
03334300,UNIVERSIDAD CATÓLICA NORDESTANA,,31000,Foreign-Private,1,1,9750,1,9750,
03335300,MEDICAL UNIVERSITY OF SILESIA (THE),,40-055,Foreign-Public,3,3,125111,7,125111,
03335400,BURMAN UNIVERSITY,,T4L 2E5,Foreign-Private,0,0,0,0,0,
03339400,WESTERN GOVERNORS UNIVERSITY,UT,841072533,Private-Nonprofit,8,8,34884,15,34884,
03342300,GLASGOW CALEDONIAN UNIVERSITY,,G4 0BA,Foreign-Public,1,1,21000,2,21000,
03346300,ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,FL,334174574,Private-Nonprofit,22,23,87289,40,87289,
03347300,INTERNATIONAL BAPTIST COLLEGE & SEMINARY,AZ,852866799,Private-Nonprofit,2,2,9150,3,9150,
03348400,MATTIA COLLEGE,FL,331751178,Proprietary,1,1,5300,1,2650,
03348500,REDEEMER UNIVERSITY COLLEGE,,L9K 1J4,Foreign-Private,0,0,0,0,0,
03349400,"QUEEN MARGARET UNIVERSITY, EDINBURGH",,EH21 6UU,Foreign-Public,0,0,0,0,0,
03350300,BOURNEMOUTH UNIVERSITY,,BH12 5BB,Foreign-Public,2,2,64200,6,64200,
03352300,LONDON SOUTH BANK UNIVERSITY,,SE1 0AA,Foreign-Private,2,2,83759,5,83759,
03353300,ACADEMY OF VOCAL ARTS,PA,191036685,Private-Nonprofit,0,0,0,0,0,
03355400,RICHMONT GRADUATE UNIVERSITY,TN,374043026,Private-Nonprofit,0,0,0,0,0,
03356300,MEDICAL TRAINING COLLEGE,LA,708168190,Proprietary,4,4,23355,7,23355,
03358300,ALLEN SCHOOL,NY,114324901,Proprietary,188,201,1118920,383,1118920,
03359300,AMERICAN CAREER COLLEGE,CA,902622659,Proprietary,58,62,566899,124,566899,
03361300,MEDICAL ARTS SCHOOL (THE),NC,276162811,Proprietary,6,6,70511,15,70511,
03361400,FORTIS COLLEGE,AL,365350000,Proprietary,39,42,181881,109,181881,
03367300,PROFESSIONAL GOLFERS CAREER COLLEGE,CA,925916013,Proprietary,14,18,318626,33,318626,
03367400,COMMUNITY CARE COLLEGE,OK,741456420,Proprietary,43,44,285704,85,285704,
03368300,MIDWEST TECHNICAL INSTITUTE,IL,627078805,Proprietary,368,391,2095956,742,2095956,
03371300,TONI&GUY HAIRDRESSING ACADEMY I TIGI CREATIVE SCHOOL,TX,750935200,Proprietary,31,45,248394,95,248394,
03372300,NORTHWEST VISTA COLLEGE,TX,782514217,Public,17,17,106508,32,106508,
03373300,BEACON COLLEGE,FL,347485224,Private-Nonprofit,61,64,1706521,122,1706521,
03374300,FLORIDA COASTAL SCHOOL OF LAW,FL,322568528,Proprietary,0,0,0,0,0,
03380300,STAR CAREER ACADEMY,NY,117915311,Proprietary,135,153,509281,285,509281,
03390300,LINCOLN TECHNICAL INSTITUTE,FL,327302351,Proprietary,1,1,3397,2,3397,
03395300,ICDC COLLEGE,CA,902554166,Proprietary,50,50,265288,79,252346,
03399300,BRYAN COLLEGE,CA,956704467,Proprietary,0,0,0,0,0,
03400300,QUEST COLLEGE,TX,782293539,Proprietary,18,18,130574,32,130574,
03403300,EPIC BIBLE COLLEGE,CA,958413546,Private-Nonprofit,0,0,0,0,0,
03409500,CHESTER CAREER COLLEGE,VA,238362516,Proprietary,5,6,34750,14,34750,
03409600,BENNETT CAREER INSTITUTE,DC,200171754,Proprietary,2,2,10645,3,10645,
03411400,INTERNATIONAL TRAINING CAREERS,FL,331551462,Private-Nonprofit,11,11,41126,19,41126,
03414500,ACUPUNCTURE AND MASSAGE COLLEGE,FL,331761509,Proprietary,1,1,7600,2,7600,
03416300,COMPUTER SYSTEMS INSTITUTE,IL,600770000,Proprietary,42,42,206210,60,173690,
03416500,DALLAS NURSING INSTITUTE,TX,750802208,Private-Nonprofit,5,5,51296,7,50952,
03418300,GWINNETT COLLEGE-SANDY SPRINGS,GA,303283161,Proprietary,6,6,45976,18,45976,
03418400,EDINBURGH NAPIER UNIVERSITY,,EH14 1DJ,Foreign-Public,2,2,50000,4,50000,
03419400,NORTHEASTERN SEMINARY,NY,146241997,Private-Nonprofit,0,0,0,0,0,
03420300,HOLLAND COLLEGE,,C1A  4Z1,Foreign-Public,0,0,0,0,0,
03422300,MILAN INSTITUTE,TX,782384103,Proprietary,167,171,735893,312,711645,
03422400,COLLEGE OF BIBLICAL STUDIES-HOUSTON,TX,770363211,Private-Nonprofit,0,0,0,0,0,
03424400,FORTIS COLLEGE,TX,770820000,Proprietary,75,77,414391,221,414391,
03425300,ROSEDALE BIBLE COLLEGE,OH,430299501,Private-Nonprofit,1,1,4000,2,4000,
03426300,COLLEGE OF HEALTH CARE PROFESSIONS (THE),TX,787239802,Proprietary,39,42,256484,81,256484,
03427500,UNIVERSITY OF ANTELOPE VALLEY,CA,935343324,Proprietary,123,153,1218229,303,1211725,
03428300,KLAMATH COMMUNITY COLLEGE,OR,976037121,Public,1,1,4871,3,4871,
03429300,SEACOAST CAREER SCHOOLS,ME,040730000,Proprietary,19,19,106144,41,106144,
03429600,ATLANTIC INSTITUTE OF ORIENTAL MEDICINE,FL,333013510,Private-Nonprofit,1,1,6000,1,6000,
03429700,EAST WEST COLLEGE OF NATURAL MEDICINE,FL,342345362,Proprietary,0,0,0,0,0,
03430300,UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE,NM,871074403,Proprietary,0,0,0,0,0,
03433400,NEW CONCEPT MASSAGE AND BEAUTY SCHOOL,FL,331350000,Proprietary,0,0,0,0,0,
03433500,LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING,NY,100192813,Proprietary,0,0,0,0,0,
03434300,FORTIS COLLEGE,FL,320655813,Proprietary,31,43,237759,121,237759,
03435300,ANGLIA  RUSKIN UNIVERSITY,,CB1 1PT,Foreign-Private,4,4,99392,12,99392,
03437300,UPPER VALLEY EDUCATORS INSTITUTE,NH,037661358,Private-Nonprofit,0,0,0,0,0,
03440300,BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES,TN,381043104,Private-Nonprofit,85,99,717453,166,717453,
03440400,MARIAN HEALTH CAREERS CENTER,CA,900101728,Proprietary,38,38,494613,81,494613,
03441300,IOWA SCHOOL OF BEAUTY,IA,511065111,Proprietary,2,2,6818,4,6818,
03443300,NEW YORK COLLEGE OF TRADITIONAL CHINESE MEDICINE,NY,115014005,Private-Nonprofit,0,0,0,0,0,
03445300,HDS TRUCK DRIVING INSTITUTE,AZ,857069263,Proprietary,2,2,9600,4,9600,
03445500,FAYETTE BEAUTY ACADEMY,GA,302141191,Proprietary,0,0,0,0,0,
03450300,MARINELLO SCHOOL OF BEAUTY,KS,666111101,Proprietary,12,12,28741,14,28741,
03453400,SHAWNEE BEAUTY COLLEGE,OK,748017014,Proprietary,0,0,0,0,0,
03455700,CORTIVA INSTITUTE - CHICAGO,IL,606023315,Proprietary,32,33,230317,63,230317,
03456700,CROSSROADS BIBLE COLLEGE,IN,462194912,Private-Nonprofit,1,1,6752,2,6752,
03457300,ALLEGHENY WESLEYAN COLLEGE,OH,444609598,Private-Nonprofit,0,0,0,0,0,
03460300,INTERNATIONALES THEOLOGISCHES INSTITUT,,2521,Foreign-Private,1,1,7500,1,7500,
03463300,CAREERS UNLIMITED,UT,840584905,Proprietary,25,25,298297,50,298297,
03466400,SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOGY (THE),WA,981211177,Private-Nonprofit,0,0,0,0,0,
03467300,MARINELLO SCHOOL OF BEAUTY,CA,925453661,Proprietary,35,35,88452,45,88452,
03468400,NATIONAL INSTITUTE OF MASSOTHERAPY -,OH,443192100,Proprietary,0,0,0,0,0,
03468500,MDT COLLEGE OF HEALTH SCIENCES,OH,441432216,Proprietary,20,24,214052,40,214052,
03473300,UNIVERSITY OF THE ARTS LONDON,,WC1V 7EY,Foreign-Public,33,33,1080748,99,1080748,
03475400,TRI-STATE BIBLE COLLEGE,OH,456808402,Private-Nonprofit,0,0,0,0,0,
03478300,ROYAL WELSH COLLEGE OF MUSIC AND DRAMA,,CF10 3ER,Foreign-Public,5,5,162308,15,162308,
03478400,PHOENIX SEMINARY,AZ,850187611,Private-Nonprofit,0,0,0,0,0,
03479300,PCI COLLEGE,CA,907032522,Proprietary,9,10,32980,20,32980,
03480300,FORTIS COLLEGE,LA,708091908,Proprietary,109,126,547742,330,547742,
03483500,CASCADIA COLLEGE,WA,980119510,Public,2,2,16965,5,16965,
03490300,PAUL MITCHELL THE SCHOOL CHICAGO,IL,606070000,Proprietary,86,95,797588,186,797588,
03490400,EMIL FRIES PIANO HOSPITAL & TRAINING CENTER,WA,986614323,Private-Nonprofit,0,0,0,0,0,
03491400,AMERICAN ADVANCED TECHNICIANS INSTITUTE,FL,330144430,Proprietary,1,1,4386,2,4386,
03492300,UNIVERSITY OF OXFORD - GREEN TEMPLETON COLLEGE,,OX2 6HG,Foreign-Public,0,0,0,0,0,
03492400,UNIVERSITY OF CAMBRIDGE - ST. CATHARINE'S COLLEGE,,CB2 1RL,Foreign-Public,0,0,0,0,0,
03493300,ALL-STATE CAREER,MD,212246658,Proprietary,97,105,408552,219,408552,
03494400,UNIVERSITY OF CAMBRIDGE - SELWYN COLLEGE,,CB3 9DQ,Foreign-Public,0,0,0,0,0,
03494600,UNIVERSITY OF OXFORD - HARRIS MANCHESTER COLLEGE,,OX1 3TD,Foreign-Public,0,0,0,0,0,
03498400,OMEGA INSTITUTE OF COSMETOLOGY,LA,703600000,Proprietary,0,0,0,0,0,
03501400,LEEDS BECKETT UNIVERSITY,,LS1 3HB,Foreign-Public,0,0,0,0,0,
03507300,UNIVERSITY OF SUNDERLAND,,SR1 3SD,Foreign-Public,1,1,32796,2,32796,
03510300,ERIKSON INSTITUTE,IL,606544510,Private-Nonprofit,0,0,0,0,0,
03513400,APEX SCHOOL OF THEOLOGY,NC,277038024,Private-Nonprofit,0,0,0,0,0,
03513500,WILLIAMSON CHRISTIAN COLLEGE,TN,370678237,Private-Nonprofit,0,0,0,0,0,
03515300,UNIVERSITY OF CENTRAL LANCASHIRE,,PR1 2HE,Foreign-Public,1,1,29283,3,29283,
03516300,KING'S UNIVERSITY (THE),TX,760926507,Private-Nonprofit,7,7,59632,12,59632,
03517300,UNIVERSITY OF BRIGHTON,,BN2 4AT,Foreign-Public,4,4,92352,8,92352,
03518300,EUROPEAN GRADUATE SCHOOL (EGS),,CH- 3953,Foreign-Private,0,0,0,0,0,
03519300,MISSOURI COLLEGE OF COSMETOLOGY NORTH,MO,658041235,Proprietary,4,5,24418,10,24418,
03523300,AVIATION INSTITUTE OF MAINTENANCE,GA,300965038,Proprietary,43,50,398669,95,398669,
03529300,SIDNEY'S HAIRDRESSING COLLEGE,KS,675017094,Proprietary,2,2,8737,4,8737,
03532400,ADVANCED TRAINING ASSOCIATES,CA,920200918,Proprietary,0,0,0,0,0,
03533300,BATH SPA UNIVERSITY,,BA2 9BN,Foreign-Public,2,2,68202,6,68202,
03534300,JONES INTERNATIONAL UNIVERSITY,CO,801123446,Proprietary,0,0,0,0,0,
03534400,AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE,OH,432291113,Proprietary,11,12,67042,27,67042,
03535300,HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER,PA,170600905,Public,5,8,32278,16,32278,
03536300,INSTITUTE FOR THERAPEUTIC MASSAGE,NJ,074201452,Proprietary,9,9,43459,15,43459,
03537300,NEW YORK AUTOMOTIVE & DIESEL INSTITUTE,NY,114331433,Proprietary,71,75,416379,141,416379,
03538300,ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS,IN,460010287,Proprietary,1,1,10000,2,10000,
03542300,CONCORDE CAREER COLLEGE,TX,750523831,Proprietary,64,68,504113,130,504113,
03542400,COPPER MOUNTAIN COLLEGE,CA,922526102,Public,0,0,0,0,0,
03543300,HARRIS SCHOOL OF BUSINESS,DE,198032727,Proprietary,3,3,10871,6,10871,
03545300,UNIVERSITY OF THE ROCKIES,CO,802021787,Proprietary,0,0,0,0,0,
03547300,UNIVERSITY OF SOUTH WALES,,CF37 1DL,Foreign-Public,3,3,65940,12,65940,
03549300,ULTIMATE MEDICAL ACADEMY,FL,337564917,Private-Nonprofit,23,29,108363,55,108363,
03553300,SOUTHEASTERN COLLEGE,FL,322160000,Proprietary,10,13,87240,24,87240,
03555300,SOUTHEASTERN INSTITUTE,NC,282170000,Proprietary,26,29,192896,56,192896,
03555400,SOUTHEASTERN INSTITUTE,SC,294060000,Proprietary,15,17,92765,30,92765,
03557300,NORTH FLORIDA COSMETOLOGY INSTITUTE,FL,323122603,Proprietary,4,4,26474,7,26474,
03559300,APPALACHIAN SCHOOL OF LAW,VA,246140000,Private-Nonprofit,0,0,0,0,0,
03560400,NIAGARA COLLEGE,,L3C 7L3,Foreign-Public,2,2,45414,4,45414,
03561400,SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER,PA,188440000,Public,3,3,16487,4,16487,
03565300,MASARYKOVA UNIVERZITA,,601 77,Foreign-Public,0,0,0,0,0,
03568300,LEON STUDIO ONE SCHOOL OF BEAUTY KNOWLEDGE,NY,142215323,Proprietary,0,0,0,0,0,
03570300,CAROLINA CHRISTIAN COLLEGE,NC,271053241,Private-Nonprofit,0,0,0,0,0,
03570500,NORTHPOINT BIBLE COLLEGE,MA,018350000,Private-Nonprofit,22,29,191185,56,191185,
03572300,EAST VALLEY INSTITUTE OF TECHNOLOGY,AZ,852016910,Public,0,0,0,0,0,
03573300,AVIATION INSTITUTE OF MAINTENANCE,TX,750626303,Proprietary,43,49,458445,91,458445,
03577300,COBA ACADEMY,CA,928014622,Proprietary,2,2,6521,4,6521,
03579300,TEXAS COUNTY TECHNICAL INSTITUTE,MO,654832700,Private-Nonprofit,3,3,27000,7,27000,
03580300,LIVERPOOL JOHN MOORES UNIVERSITY,,L1 2UA,Foreign-Public,0,0,0,0,0,
03583300,OHIO INSTITUTE OF ALLIED HEALTH,OH,454243646,Private-Nonprofit,0,0,0,0,0,
03584400,COLORADO SCHOOL OF HEALING ARTS,CO,802264332,Proprietary,1,1,11121,2,11121,
03588300,IRENE'S MYOMASSOLOGY INSTITUTE,MI,480332404,Proprietary,7,7,49599,13,49599,
03589400,ARTS UNIVERSITY BOURNEMOUTH,,BH12 5HH,Foreign-Public,6,9,212405,27,212405,
03590400,NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA,CA,906703722,Private-Nonprofit,41,41,235581,81,235581,
03593300,SOUTHWEST INSTITUTE OF HEALING ARTS,AZ,852813658,Proprietary,18,19,134069,37,134069,
03594300,GRENOBLE ECOLE DE MANAGEMENT,,38000,Foreign-Private,0,0,0,0,0,
03597300,JAGIELLONIAN UNIVERSITY,,31-007,Foreign-Public,0,0,0,0,0,
03598300,PAUL MITCHELL THE SCHOOL SANTA BARBARA,CA,931033137,Proprietary,4,4,24104,7,24104,
03607400,TOTAL LOOK SCHOOL OF COSMETOLOGY AND MASSAGE THERAPY,IA,521361053,Proprietary,0,0,0,0,0,
03610300,MJ'S BEAUTY ACADEMY,TX,752372564,Proprietary,0,0,0,0,0,
03611400,FLORIDA BARBER ACADEMY,FL,333173127,Proprietary,5,5,24740,12,24740,
03612300,BIRTHWISE MIDWIFERY SCHOOL,ME,040091110,Proprietary,1,1,4000,2,4000,
03612400,VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES,TX,785960000,Private-Nonprofit,24,24,167559,47,167559,
03613300,UNIVERSITY OF NORTHERN BRITISH COLUMBIA - PRINCE GEORGE CAMPUS,,V2N 4Z9,Foreign-Public,0,0,0,0,0,
03614300,DAVID'S ACADEMY OF BEAUTY,CA,906601089,Proprietary,2,2,4682,4,4682,
03616300,AVIATION INSTITUTE OF MAINTENANCE,MO,641291811,Proprietary,6,10,101385,18,101385,
03617300,HEALING MOUNTAIN MASSAGE SCHOOL,UT,841024006,Proprietary,1,1,7271,2,7271,
03617500,PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE,AZ,850121275,Proprietary,0,0,0,0,0,
03619300,UNIVERSITY OF GREENWICH,,SE10 9LS,Foreign-Public,7,8,216500,22,216500,
03626300,BROWN AVEDA INSTITUTE,OH,440606212,Proprietary,27,28,174062,55,174062,
03627300,LAMAR INSTITUTE OF TECHNOLOGY,TX,777054142,Public,0,0,0,0,0,
03627400,JACKSONVILLE BEAUTY INSTITUTE,FL,322081885,Proprietary,2,2,8000,4,8000,
03627600,FLORIDA EDUCATION INSTITUTE,FL,331445036,Proprietary,17,17,97002,33,97002,
03635300,CARVER BIBLE COLLEGE,GA,303311300,Private-Nonprofit,0,0,0,0,0,
03639300,WEST COAST ULTRASOUND INSTITUTE,CA,902113312,Proprietary,125,143,1141443,387,1141443,
03642300,INSTITUTE OF TECHNOLOGY,OR,973051373,Proprietary,20,24,177952,60,177952,
03643300,MR. JOHN'S SCHOOL OF COSMETOLOGY AND NAILS,IL,626503488,Proprietary,1,1,5164,2,5164,
03645400,"RUDY & KELLY ACADEMY, A PAUL MITCHELL PARTNER SCHOOL",VA,234646857,Proprietary,21,22,151451,44,151451,
03646300,DESIGN'S SCHOOL OF COSMETOLOGY,CA,934469530,Proprietary,13,13,77756,30,77756,
03647300,NEW CONCEPTS SCHOOL OF COSMETOLOGY,TN,373117373,Proprietary,0,0,0,0,0,
03650600,PC AGE,NJ,073063936,Proprietary,30,30,192730,51,192730,
03653400,UNIVERSIDAD DE IBEROAMÉRICA,,11870-1000,Foreign-Private,0,0,0,0,0,
03654300,EASTERN VIRGINIA CAREER COLLEGE,VA,224088605,Proprietary,19,21,175625,43,175625,
03661400,SOUTH FLORIDA INSTITUTE OF TECHNOLOGY,FL,331253013,Proprietary,0,0,0,0,0,
03663300,HOOD THEOLOGICAL SEMINARY,NC,281445768,Private-Nonprofit,0,0,0,0,0,
03665400,CHRISTIE'S EDUCATION,NY,100208002,Proprietary,0,0,0,0,0,
03666300,PILLAR COLLEGE,NJ,071025511,Private-Nonprofit,7,8,44108,9,44108,
03667300,FAITH THEOLOGICAL SEMINARY,MD,212122624,Private-Nonprofit,0,0,0,0,0,
03668300,BIRTHINGWAY COLLEGE OF MIDWIFERY,OR,972664042,Private-Nonprofit,1,1,19500,3,19500,
03670300,TONI&GUY HAIRDRESSING ACADEMY,CO,809184001,Proprietary,12,12,64194,26,64194,
03674300,UNIVERSITY OF ABERTAY DUNDEE,,DD1 1HG,Foreign-Public,1,1,25993,2,25993,
03676300,FAMILY OF FAITH CHRISTIAN UNIVERSITY,OK,748021805,Private-Nonprofit,0,0,0,0,0,
03678300,PIMA MEDICAL INSTITUTE,NM,871115775,Proprietary,16,17,134005,36,134005,
03680300,JAY'S TECHNICAL INSTITUTE,TX,770713509,Proprietary,0,0,0,0,0,
03681300,CALIFORNIA HEALING ARTS COLLEGE,CA,907463207,Proprietary,18,19,133176,34,133176,
03683300,INTERNATIONAL BARBER & STYLE COLLEGE,TN,372070000,Proprietary,0,0,0,0,0,
03684400,UNIVERSITY OF LINCOLN,,LN6 7TS,Foreign-Public,1,1,24310,3,24310,
03686300,COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,CO,802062127,Proprietary,0,0,0,0,0,
03691400,AVE MARIA SCHOOL OF LAW,FL,341191376,Private-Nonprofit,0,0,0,0,0,
03694300,UNIVERSITY OF CHICHESTER,,PO19 6PE,Foreign-Public,2,2,47685,6,47685,
03695300,COMMUNITY ENHANCEMENT SERVICES,CA,915022750,Private-Nonprofit,1,1,4523,2,4523,
03695500,ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,AZ,857161518,Proprietary,0,0,0,0,0,
03695700,SANTIAGO CANYON COLLEGE,CA,928694512,Public,0,0,0,0,0,
03696300,UNIVERSITY OF THE WEST,CA,917703709,Private-Nonprofit,1,1,10700,2,10700,
03696400,SABER COLLEGE,FL,331341604,Private-Nonprofit,32,39,152566,67,152566,
03698300,WEST COAST UNIVERSITY,CA,916063206,Proprietary,880,1108,25343546,2137,25343546,
03700300,REGENCY BEAUTY INSTITUTE - CLEVELAND,OH,440940000,Proprietary,5,6,16172,12,16172,
03701300,MEMPHIS INSTITUTE OF BARBERING,TN,381074334,Proprietary,1,1,3364,4,3364,
03702300,DELAWARE LEARNING INSTITUTE OF COSMETOLOGY,DE,199399759,Proprietary,4,5,13316,9,13316,
03704300,SALON PROFESSIONAL ACADEMY (THE),MI,480402093,Proprietary,1,1,920,2,920,
03706300,AMERICAN INSTITUTE,FL,330633901,Proprietary,7,7,43433,12,43433,
03709300,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE,VA,240606360,Private-Nonprofit,0,0,0,0,0,
03714300,TREND BARBER COLLEGE,TX,770712104,Proprietary,4,4,20777,8,20777,
03720300,CARLSON COLLEGE OF MASSAGE THERAPY,IA,522057519,Proprietary,0,0,0,0,0,
03723300,CULINARY INSTITUTE LENOTRE,TX,770224322,Proprietary,52,67,386564,164,386564,
03724300,DIGIPEN INSTITUTE OF TECHNOLOGY,WA,980525170,Proprietary,221,226,6029909,428,6029909,
03727500,MOORE CAREER COLLEGE,LA,708174182,Proprietary,2,2,10541,4,10541,
03727600,AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS,TX,787520000,Proprietary,77,81,915015,151,915015,
03728300,UNIVERSITY OF DERBY,,DE22 1GB,Foreign-Public,0,0,0,0,0,
03729300,NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,NH,030514906,Proprietary,1,1,5850,2,5850,
03730300,BATON ROUGE COMMUNITY COLLEGE,LA,708064129,Public,69,76,567631,140,567631,
03732300,IYRS SCHOOL OF TECHNOLOGY & TRADES,RI,028406720,Private-Nonprofit,4,4,51500,8,51500,
03733300,BAPTIST UNIVERSITY OF THE AMERICAS,TX,782241364,Private-Nonprofit,0,0,0,0,0,
03734300,JOHN D. ROCKEFELLER IV CAREER CENTER,WV,260479424,Public,0,0,0,0,0,
03735300,INSTITUTE OF CLINICAL ACUPUNCTURE AND ORIENTAL MEDICINE,HI,968174724,Proprietary,0,0,0,0,0,
03738300,LONDON SCHOOL OF THEOLOGY,,HA6 2UW,Foreign-Private,0,0,0,0,0,
03740400,ATI COLLEGE,CA,906504374,Proprietary,6,8,28779,15,28779,
03746300,LEGRAND INSTITUTE OF COSMETOLOGY,SC,290200000,Proprietary,1,1,3000,2,3000,
03746400,SOUTHEASTERN INSTITUTE,SC,292100000,Proprietary,7,7,48098,14,48098,
03747300,BEXLEY SEABURY SEMINARY FEDERATION,IL,606372920,Private-Nonprofit,0,0,0,0,0,
03748500,DURHAM BEAUTY ACADEMY,NC,277073569,Proprietary,1,1,5419,1,5419,
03750300,PROSPECT COLLEGE,DC,200063749,Proprietary,0,0,0,0,0,
03751300,ESCUELA HOTELERA DE SAN JUAN,PR,009170091,Proprietary,3,3,22235,6,22235,
03752400,SCHOOL OF URBAN MISSIONS,CA,987625711,Private-Nonprofit,19,20,152881,55,152881,
03757300,ADVANCE SCIENCE COLLEGE,FL,330120000,Proprietary,1,1,6000,2,6000,
03759300,STELLAR CAREER COLLEGE,CA,953560000,Proprietary,0,0,0,0,0,
03763300,MEDICAL PROFESSIONAL INSTITUTE,MA,021488143,Proprietary,7,7,60559,19,60559,
03763400,BOLD BEAUTY ACADEMY,MT,591010000,Proprietary,5,6,33710,12,33710,
03766300,CORTIVA INSTITUTE - PENNSYLVANIA,PA,194063101,Proprietary,22,22,119786,43,119786,
03768400,STYLETRENDS BARBER AND HAIRSTYLING ACADEMY,SC,297304511,Proprietary,0,0,0,0,0,
03770300,NAZARENE THEOLOGICAL COLLEGE,,M2O 2GU,Foreign-Private,0,0,0,0,0,
03773300,CENTER FOR NATURAL WELLNESS SCHOOL OF MASSAGE THERAPY,NY,122051601,Proprietary,4,4,38001,7,38001,
03776300,AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS,CO,803055961,Proprietary,46,53,688069,96,688069,
03776400,ORION INSTITUTE,OH,435513138,Proprietary,6,6,58702,11,58702,
03776500,"UNIVERSIDAD DE LA SALLE BAJIO, A.C.",,37150,Foreign-Private,1,1,15066,2,15066,
03777300,PAUL MITCHELL THE SCHOOL GASTONIA,NC,280540460,Proprietary,60,63,367186,127,367186,
03778300,HEALTH WORKS INSTITUTE,MT,597150000,Proprietary,6,7,49500,14,49500,
03780300,SABA UNIVERSITY SCHOOL OF MEDICINE,,,Foreign-For-Profit,0,0,0,0,0,
03781300,PITC INSTITUTE,PA,190951221,Proprietary,4,5,17611,9,17611,
03783300,BLUE CLIFF CAREER COLLEGE,AL,366064749,Proprietary,2,2,11300,4,11300,
03783400,ABDILL CAREER COLLEGE,OR,975047137,Proprietary,2,3,20713,6,20713,
03784300,MEDICAL UNIVERSITY OF BIALYSTOK,,PL 15_089,Foreign-Public,3,4,61690,8,61690,
03786300,ADVANCED COLLEGE,CA,902805255,Proprietary,10,11,78316,21,78316,
03787300,EXPERTISE COSMETOLOGY INSTITUTE,NV,891062516,Private-Nonprofit,0,0,0,0,0,
