OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,,
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,Public,184,233,2158080,365,2158080,,
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,Public,1136,1205,11700196,2162,11679363,,
00106000,JAMES H. FAULKNER STATE COMMUNITY COLLEGE,AL,365072698,Public,32,32,140727,57,133426,,
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,Private-Nonprofit,20,20,345685,38,314088,,
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,Public,178,203,1977915,358,1955380,,
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,Public,37,39,443137,69,424238,,
00107000,THUNDERBIRD SCHOOL OF GLOBAL MANAGEMENT,AZ,853066000,Private-Nonprofit,0,0,0,0,0,,
00107100,ARIZONA WESTERN COLLEGE,AZ,853658847,Public,7,7,58690,10,58690,,
00107200,COCHISE COLLEGE,AZ,856076190,Public,3,3,26797,5,26797,,
00107400,GRAND CANYON UNIVERSITY,AZ,850173030,Proprietary,762,835,6210807,1586,6203483,,
00107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,Public,0,0,0,0,0,,
00107700,MESA COMMUNITY COLLEGE,AZ,852024866,Public,18,19,172372,37,172372,,
00107800,PHOENIX COLLEGE,AZ,850134234,Public,5,5,25505,7,25505,,
00107900,YAVAPAI COLLEGE,AZ,863013297,Public,6,10,172877,20,172877,,
00108100,ARIZONA STATE UNIVERSITY,AZ,852870412,Public,5055,5626,84545659,10110,84512806,,
00108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,Public,2395,2489,30658331,4593,30658331,,
00108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,Public,2657,2992,48078612,5550,48078612,,
00108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,Public,31,32,152189,60,152189,,
00108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,149,176,1048482,339,1048482,,
00108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,14,14,92660,28,84280,,
00108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,36,36,313426,68,298329,,
00108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,151,187,813894,347,809819,,
00109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,245,286,2033581,457,2033581,,
00109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,3,3,7828,10,7828,,
00109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,569,631,3876591,1046,3876591,,
00109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,47,47,362107,86,362107,,
00109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,24,28,346428,55,333454,,
00109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,Private-Nonprofit,21,21,118181,40,116831,,
00109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,485,549,5961953,920,5952768,,
00109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,81,90,514348,179,514230,,
00109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,145,159,2389764,282,2389764,,
00110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,174,174,1603007,326,1603007,,
00110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,184,216,1711958,404,1711958,,
00110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,119,126,1448663,242,1441907,,
00110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,52,59,503895,114,500979,,
00110400,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS,AR,723420000,Public,0,0,0,0,0,,
00110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,0,0,0,0,0,,
00110600,WILLIAMS BAPTIST COLLEGE,AR,724764661,Private-Nonprofit,36,41,244196,67,243877,,
00110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,73,83,466011,160,465459,,
00110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,1118,1302,14550644,2231,14550644,,
00110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,36,36,311212,82,308279,,
00111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,26,26,134420,47,134420,,
00111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,0,0,0,0,0,,
00111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,1,1,5000,2,5000,,
00111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,220,254,6902779,502,6902779,,
00111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,1067,1274,14143191,2375,14140691,,
00111800,BAKERSFIELD COLLEGE,CA,933051299,Public,0,0,0,0,0,,
00112000,AMERICAN BAPTIST SEMINARY OF THE WEST,CA,947043029,Private-Nonprofit,0,0,0,0,0,,
00112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,625,662,13211098,1160,13161075,,
00112300,BROOKS INSTITUTE,CA,930011023,Proprietary,132,178,3635378,353,3522267,,
00112400,CABRILLO COLLEGE,CA,950033194,Public,0,0,0,0,0,,
00112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,788,949,14138432,1540,14138432,,
00112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,224,259,2910178,452,2910178,,
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,17,17,307981,49,307981,,
00113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,148,156,4608325,297,4530302,,
00113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,529,562,9153157,1035,9153157,,
00113400,CALIFORNIA MARITIME ACADEMY,CA,945908181,Public,153,164,2104080,307,2092080,,
00113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,283,298,3592486,579,3592486,,
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,354,379,4341464,1099,4341464,,
00113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,286,294,3350693,566,3346589,,
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,87,105,934612,265,917665,,
00114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,94,96,698913,175,698913,,
00114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072397,Public,311,330,2758898,910,2753426,,
00114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,2246,2328,30780507,6590,30780507,,
00114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,264,280,2884631,783,2884631,,
00114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,316,329,3663847,624,3663847,,
00114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,146,152,1464894,289,1464894,,
00114900,HUMBOLDT STATE UNIVERSITY,CA,955218299,Public,309,319,3802961,611,3802961,,
00115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,941,956,9681954,1814,9681954,,
00115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,1289,1358,16951438,2560,16947378,,
00115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,233,249,2338484,471,2338484,,
00115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,1345,1375,16501292,2594,15700954,,
00115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,805,837,9523600,1552,9438590,,
00115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,764,794,10309270,1477,10309270,,
00115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,193,202,1742500,363,1742500,,
00116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,0,0,0,0,0,,
00116200,CHABOT COLLEGE,CA,945452400,Public,0,0,0,0,0,,
00116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,1134,1148,17104738,2181,17087344,,
00116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,947091217,Private-Nonprofit,0,0,0,0,0,,
00116600,CITRUS COMMUNITY COLLEGE,CA,917411899,Public,14,14,84840,28,84840,,
00116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,0,0,0,0,0,,
00117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,48,49,1361841,96,1361841,,
00117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,87,89,1749276,165,1749276,,
00117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,50,53,1322368,100,1322368,,
00117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,42,46,928437,83,928437,,
00117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,51,51,1361195,102,1361195,,
00117600,WEST HILLS COMMUNITY COLLEGE,CA,932101399,Public,7,7,34624,15,34624,,
00117700,COGSWELL POLYTECHNICAL COLLEGE,CA,951341697,Proprietary,110,133,1459894,266,1429734,,
00117800,COLLEGE OF MARIN,CA,949042590,Public,2,2,12000,3,7000,,
00117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,236,246,4694594,449,4463411,,
00118100,COLLEGE OF SAN MATEO,CA,944023784,Public,2,2,19939,4,19939,,
00118300,HOLY NAMES UNIVERSITY,CA,946191699,Private-Nonprofit,101,106,1641355,198,1641355,,
00118500,COLLEGE OF THE REDWOODS,CA,955019300,Public,9,9,106024,15,106024,,
00118600,COLLEGE OF THE SEQUOIAS,CA,932772234,Public,2,2,62022,4,62022,,
00118700,COLLEGE OF THE SISKIYOUS,CA,960942899,Public,16,17,140823,27,133361,,
00119000,CONTRA COSTA COLLEGE,CA,948063195,Public,0,0,0,0,0,,
00119100,DIABLO VALLEY COLLEGE,CA,945231544,Public,4,4,37498,7,37498,,
00119200,CUESTA COLLEGE,CA,934038106,Public,23,23,243042,43,243042,,
00119300,CYPRESS COLLEGE,CA,906305897,Public,0,0,0,0,0,,
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,949012298,Private-Nonprofit,247,280,5847544,502,5847544,,
00119900,FOOTHILL COLLEGE,CA,940224597,Public,6,7,43033,13,40580,,
00120000,FULLER THEOLOGICAL SEMINARY,CA,911820002,Private-Nonprofit,0,0,0,0,0,,
00120100,FULLERTON COLLEGE,CA,928322095,Public,0,0,0,0,0,,
00120200,GAVILAN COLLEGE,CA,950209599,Public,0,0,0,0,0,,
00120300,GLENDALE COMMUNITY COLLEGE,CA,912082894,Public,6,7,55036,10,55036,,
00120500,GOLDEN GATE UNIVERSITY,CA,941052967,Private-Nonprofit,2,3,23500,4,23500,,
00120600,GOLDEN WEST COLLEGE,CA,926472748,Public,0,0,0,0,0,,
00120700,GRADUATE THEOLOGICAL UNION,CA,947091212,Private-Nonprofit,0,0,0,0,0,,
00120800,GROSSMONT COLLEGE,CA,920201799,Public,0,0,0,0,0,,
00121200,HUMPHREYS COLLEGE,CA,952073896,Private-Nonprofit,24,39,372859,107,372859,,
00121500,LA SIERRA UNIVERSITY,CA,925153332,Private-Nonprofit,262,284,3877042,792,3839688,,
00121600,UNIVERSITY OF LA VERNE,CA,917504443,Private-Nonprofit,578,603,8562834,1134,8562834,,
00121700,LASSEN COLLEGE,CA,961303000,Public,0,0,0,0,0,,
00121800,LOMA LINDA UNIVERSITY,CA,923500001,Private-Nonprofit,85,95,2290841,272,2245808,,
00121900,LONG BEACH CITY COLLEGE,CA,908081780,Public,0,0,0,0,0,,
00122000,MASTER'S COLLEGE AND SEMINARY,CA,913211200,Private-Nonprofit,97,97,1652338,179,1633642,,
00122300,LOS ANGELES CITY COLLEGE,CA,900293588,Public,2,2,17499,4,17499,,
00122400,LOS ANGELES HARBOR COLLEGE,CA,907442397,Public,0,0,0,0,0,,
00122600,LOS ANGELES PIERCE COLLEGE,CA,913710001,Public,4,4,34740,7,34740,,
00122700,LOS ANGELES TRADE-TECHNICAL COLLEGE,CA,900154181,Public,0,0,0,0,0,,
00122800,LOS ANGELES VALLEY COLLEGE,CA,914014096,Public,0,0,0,0,0,,
00122900,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,CA,906044051,Private-Nonprofit,1,1,6707,1,6707,,
00123000,MARSHALL B. KETCHUM UNIVERSITY,CA,928311699,Private-Nonprofit,0,0,0,0,0,,
00123200,AMERICAN RIVER COLLEGE,CA,958414286,Public,0,0,0,0,0,,
00123300,SACRAMENTO CITY COLLEGE,CA,958221386,Public,0,0,0,0,0,,
00123600,MENLO COLLEGE,CA,940274301,Private-Nonprofit,105,107,1936161,199,1936161,,
00123800,MILLS COLLEGE,CA,946131301,Private-Nonprofit,108,115,1915544,212,1915544,,
00123900,MIRACOSTA COLLEGE,CA,920563899,Public,0,0,0,0,0,,
00124200,MONTEREY PENINSULA COLLEGE,CA,939404799,Public,7,7,53811,18,48811,,
00124300,MOUNT SAINT MARY'S UNIVERSITY,CA,900491599,Private-Nonprofit,457,535,5314666,995,5314666,,
00124500,MOUNT SAN ANTONIO COLLEGE,CA,917891399,Public,4,4,24000,10,24000,,
00124700,NAPA VALLEY COLLEGE,CA,945586236,Public,0,0,0,0,0,,
00124900,OCCIDENTAL COLLEGE,CA,900413314,Private-Nonprofit,167,192,4079893,346,4079893,,
00125000,ORANGE COAST COLLEGE,CA,926285005,Public,13,14,138087,23,138086,,
00125100,OTIS COLLEGE OF ART AND DESIGN,CA,900453505,Private-Nonprofit,220,229,4338428,441,4324756,,
00125200,HOPE INTERNATIONAL UNIVERSITY,CA,928313104,Private-Nonprofit,132,198,2291798,373,2216331,,
00125300,FRESNO PACIFIC UNIVERSITY,CA,937024798,Private-Nonprofit,126,133,1150035,235,1150035,,
00125500,PACIFIC OAKS COLLEGE,CA,911033606,Private-Nonprofit,3,3,14250,8,14250,,
00125600,PACIFIC SCHOOL OF RELIGION,CA,947091323,Private-Nonprofit,0,0,0,0,0,,
00125800,PACIFIC UNION COLLEGE,CA,945089797,Private-Nonprofit,137,138,1841339,389,1841339,,
00126000,PALOMAR COLLEGE,CA,920691486,Public,0,0,0,0,0,,
00126100,PASADENA CITY COLLEGE,CA,911062003,Public,3,3,22684,6,22684,,
00126200,POINT LOMA NAZARENE UNIVERSITY,CA,921062899,Private-Nonprofit,400,471,8030000,801,8030000,,
00126600,LANEY COLLEGE,CA,946074893,Public,0,0,0,0,0,,
00126700,MERRITT COLLEGE,CA,946193196,Public,0,0,0,0,0,,
00126900,RIO HONDO COMMUNITY COLLEGE,CA,906011699,Public,0,0,0,0,0,,
00127000,RIVERSIDE CITY COLLEGE,CA,925061299,Public,0,0,0,0,0,,
00127300,SAN DIEGO CITY COLLEGE,CA,921014787,Public,7,7,75528,12,63240,,
00127500,SAN DIEGO MESA COLLEGE,CA,921114996,Public,10,10,91118,19,82525,,
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC,CA,941026011,Private-Nonprofit,36,42,716560,82,702560,,
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY,CA,949602905,Private-Nonprofit,0,0,0,0,0,,
00128000,SAN JOAQUIN DELTA COLLEGE,CA,952076370,Public,0,0,0,0,0,,
00128100,WILLIAM JESSUP UNIVERSITY,CA,957653707,Private-Nonprofit,81,86,1083833,146,1083694,,
00128200,SAN JOSE CITY COLLEGE,CA,951282797,Public,1,1,10000,2,10000,,
00128400,SANTA ANA COLLEGE,CA,927063398,Public,0,0,0,0,0,,
00128500,SANTA BARBARA CITY COLLEGE,CA,931092394,Public,116,118,1274404,219,1274404,,
00128600,SANTA MONICA COLLEGE,CA,904051644,Public,25,26,258810,50,258810,,
00128700,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA,CA,954014395,Public,0,0,0,0,0,,
00128800,CLAREMONT SCHOOL OF THEOLOGY,CA,917113199,Private-Nonprofit,0,0,0,0,0,,
00128900,SHASTA COLLEGE,CA,960497692,Public,0,0,0,0,0,,
00129000,SIERRA COLLEGE,CA,956773397,Public,9,10,69045,18,69045,,
00129100,SIMPSON UNIVERSITY,CA,960038606,Private-Nonprofit,108,109,1305217,204,1305217,,
00129200,SOLANO COMMUNITY COLLEGE,CA,945343197,Public,0,0,0,0,0,,
00129300,VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA,CA,926266597,Private-Nonprofit,202,245,3400789,411,3400789,,
00129400,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,CA,919107299,Public,0,0,0,0,0,,
00129500,SOUTHWESTERN LAW SCHOOL,CA,900101106,Private-Nonprofit,0,0,0,0,0,,
00129600,DOMINICAN SCHOOL OF PHILOSOPHY AND THEOLOGY,CA,947081295,Private-Nonprofit,0,0,0,0,0,,
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA,CA,945562744,Private-Nonprofit,464,501,11299156,873,11207765,,
00130500,STANFORD UNIVERSITY,CA,943051926,Private-Nonprofit,258,284,6324144,727,6324144,,
00130700,FRESNO CITY COLLEGE,CA,937410002,Public,0,0,0,0,0,,
00130800,REEDLEY COLLEGE,CA,936542099,Public,1,1,2500,1,2500,,
00131200,"UNIVERSITY OF CALIFORNIA, BERKELEY",CA,947201520,Public,1240,2210,20942546,4002,20942546,,
00131300,"UNIVERSITY OF CALIFORNIA, DAVIS",CA,956168558,Public,1392,1528,20234800,4041,20234800,,
00131400,"UNIVERSITY OF CALIFORNIA, IRVINE",CA,926970001,Public,2246,3706,30251769,9690,30251769,,
00131500,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",CA,900959000,Public,1901,2245,29811269,5516,29811269,,
00131600,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",CA,925210209,Public,1561,1714,17000470,4981,16973825,,
00131700,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,920930013,Public,1092,1356,16264725,3260,16264725,,
00131900,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,941430246,Public,0,0,0,0,0,,
00132000,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",CA,931062030,Public,1721,2054,26881945,4944,26879463,,
00132100,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",CA,950640001,Public,1597,1807,23357675,4645,23350332,,
00132200,UNIVERSITY OF REDLANDS,CA,923730999,Private-Nonprofit,373,378,6295043,717,6295039,,
00132500,UNIVERSITY OF SAN FRANCISCO,CA,941171080,Private-Nonprofit,530,628,11682986,1104,11682986,,
00132600,SANTA CLARA UNIVERSITY,CA,950534956,Private-Nonprofit,442,481,12182139,1346,12165143,,
00132800,UNIVERSITY OF SOUTHERN CALIFORNIA,CA,900890001,Private-Nonprofit,1808,2208,47411258,3813,47340305,,
00132900,UNIVERSITY OF THE PACIFIC,CA,952110197,Private-Nonprofit,772,826,18146970,1549,17916186,,
00133400,VENTURA COLLEGE,CA,930033899,Public,4,4,35408,8,35408,,
00133800,WEST VALLEY COLLEGE,CA,950705697,Public,0,0,0,0,0,,
00133900,CORBAN UNIVERSITY,OR,973179392,Private-Nonprofit,94,96,1302744,176,1300491,,
00134100,WESTMONT COLLEGE,CA,931081099,Private-Nonprofit,166,182,3591925,333,3591925,,
00134200,WHITTIER COLLEGE,CA,906084413,Private-Nonprofit,253,286,4199106,550,4199106,,
00134300,WOODBURY UNIVERSITY,CA,915041052,Private-Nonprofit,240,317,4239969,538,4239469,,
00134500,ADAMS STATE UNIVERSITY,CO,811022373,Public,203,236,1790660,440,1783287,,
00134600,ARAPAHOE COMMUNITY COLLEGE,CO,801609002,Public,10,11,58700,21,58700,,
00134700,COLORADO COLLEGE,CO,809033294,Private-Nonprofit,73,77,1745987,139,1676110,,
00134800,COLORADO SCHOOL OF MINES,CO,804011887,Public,636,700,12066747,1290,12033998,,
00134900,UNIVERSITY OF NORTHERN COLORADO,CO,806390001,Public,1494,1609,17005592,2883,16856960,,
00135000,COLORADO STATE UNIVERSITY,CO,805230100,Public,2779,3039,40994953,5503,40994953,,
00135200,DENVER SEMINARY,CO,801202192,Private-Nonprofit,0,0,0,0,0,,
00135300,FORT LEWIS COLLEGE,CO,813013999,Public,407,433,4583118,776,4569595,,
00135400,ILIFF SCHOOL OF THEOLOGY,CO,802104798,Private-Nonprofit,0,0,0,0,0,,
00135500,LAMAR COMMUNITY COLLEGE,CO,810523999,Public,12,12,86393,23,86393,,
00135800,COLORADO MESA UNIVERSITY,CO,815013122,Public,808,880,7201099,1553,7199849,,
00135900,COLORADO NORTHWESTERN COMMUNITY COLLEGE,CO,816483598,Public,9,9,72300,19,72300,,
00136000,METROPOLITAN STATE UNIVERSITY OF DENVER,CO,802043362,Public,419,468,3197759,739,3197759,,
00136100,NORTHEASTERN JUNIOR COLLEGE,CO,807512399,Public,43,50,248893,98,248893,,
00136200,OTERO JUNIOR COLLEGE,CO,810503346,Public,15,18,58067,66,58067,,
00136300,REGIS UNIVERSITY,CO,802211099,Private-Nonprofit,293,323,4711494,582,4711494,,
00136500,COLORADO STATE UNIVERSITY-PUEBLO,CO,810014901,Public,260,303,2433762,491,2416606,,
00136800,TRINIDAD STATE JUNIOR COLLEGE,CO,810822396,Public,15,15,110000,28,108500,,
00137000,UNIVERSITY OF COLORADO BOULDER,CO,803090077,Public,2529,3014,52083092,5121,52083092,,
00137100,UNIVERSITY OF DENVER,CO,802082000,Private-Nonprofit,422,499,9660805,1290,9481558,,
00137200,WESTERN STATE COLORADO UNIVERSITY,CO,812310000,Public,235,252,2480451,445,2411674,,
00137400,ALBERTUS MAGNUS COLLEGE,CT,65111189,Private-Nonprofit,70,79,813386,134,813386,,
00137800,CENTRAL CONNECTICUT STATE UNIVERSITY,CT,60502490,Public,442,511,4248061,849,4228809,,
00137900,CONNECTICUT COLLEGE,CT,63204196,Private-Nonprofit,134,139,3389051,275,3389051,,
00138000,WESTERN CONNECTICUT STATE UNIVERSITY,CT,68106826,Public,323,358,3455834,689,3455834,,
00138500,FAIRFIELD UNIVERSITY,CT,68245171,Private-Nonprofit,395,426,9655599,784,9655406,,
00138700,HARTFORD SEMINARY,CT,61052279,Private-Nonprofit,0,0,0,0,0,,
00138900,HOLY APOSTLES COLLEGE & SEMINARY,CT,64162027,Private-Nonprofit,0,0,0,0,0,,
00139200,MANCHESTER COMMUNITY COLLEGE,CT,60451046,Public,1,1,2750,1,2750,,
00139300,MITCHELL COLLEGE,CT,63204498,Private-Nonprofit,140,152,2168101,270,2168101,,
00139700,UNIVERSITY OF NEW HAVEN,CT,65161999,Private-Nonprofit,815,833,16775203,1573,16768165,,
00139800,NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE,CT,60981747,Public,0,0,0,0,0,,
00139900,NORWALK COMMUNITY COLLEGE,CT,68541655,Public,0,0,0,0,0,,
00140100,POST UNIVERSITY,CT,67233240,Proprietary,187,199,2418206,354,2418206,,
00140200,QUINNIPIAC UNIVERSITY,CT,65181908,Private-Nonprofit,924,996,23956850,1817,23954741,,
00140300,SACRED HEART UNIVERSITY,CT,68251000,Private-Nonprofit,487,561,11396817,966,11396817,,
00140600,SOUTHERN CONNECTICUT STATE UNIVERSITY,CT,65151355,Public,693,793,7897514,1370,7897514,,
00140900,UNIVERSITY OF SAINT JOSEPH,CT,61172791,Private-Nonprofit,166,166,2712329,313,2712329,,
00141400,TRINITY COLLEGE,CT,61063100,Private-Nonprofit,131,152,3839608,256,3839608,,
00141600,UNIVERSITY OF BRIDGEPORT,CT,66015650,Private-Nonprofit,323,389,5369124,643,5313020,,
00141700,UNIVERSITY OF CONNECTICUT,CT,62692151,Public,3277,3554,48344960,6580,48344960,,
00142200,UNIVERSITY OF HARTFORD,CT,61171599,Private-Nonprofit,703,793,14428362,1421,14398703,,
00142400,WESLEYAN UNIVERSITY,CT,64593208,Private-Nonprofit,145,162,4027333,287,4015305,,
00142500,EASTERN CONNECTICUT STATE UNIVERSITY,CT,62262295,Public,404,465,4603448,864,4596706,,
00142600,YALE UNIVERSITY,CT,65208229,Private-Nonprofit,138,150,3093294,273,3093294,,
00142800,DELAWARE STATE UNIVERSITY,DE,199012277,Public,683,800,11989619,1560,11964712,,
